Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating,Age Band,Continent
21,Non-binary,High School,Married,36192.0,791,30547.0,Auto,Unemployed,4,Excellent,0.8440263041556145,175263,1,Ashleyfurt,MT,Guyana,0,1,Low,18-29,South America
43,Non-binary,Bachelor's,Divorced,99030.0,712,42136.0,Home,Self-employed,4,Excellent,0.4254872260931031,61686,2,East Jennifer,RI,Saint Lucia,0,2,Low,30-44,North America
29,Non-binary,Bachelor's,Single,44408.0,795,39392.0,Home,Self-employed,7,Poor,0.8870473788506575,274191,3,West Chrisburgh,NE,Benin,2,2,Low,18-29,Africa
43,Male,High School,Married,69554.0,696,12764.0,Auto,Self-employed,3,Fair,0.18351209132472612,178245,4,Washingtonview,PR,Taiwan,2,2,Low,30-44,Asia
42,Male,Bachelor's,Single,48754.0,721,21595.0,Auto,Self-employed,7,Fair,0.4429380153423309,40481,3,Tuckertown,IN,Central African Republic,2,2,High,30-44,Africa
23,Female,High School,Widowed,20638.0,679,39219.0,Auto,Self-employed,3,Fair,1.900329489291598,220463,1,West Randallview,MS,Swaziland,4,0,Medium,18-29,Africa
61,Non-binary,Master's,Married,32204.0,628,12398.0,Home,Employed,6,Excellent,0.3849832318966588,22382,0,Wisemouth,VT,Cote d'Ivoire,1,0,Low,>=60,Africa
61,Male,High School,Married,35330.0,610,49123.0,Personal,Self-employed,15,Fair,1.3904047551655816,88237,1,Rebeccaland,AR,Antigua and Barbuda,2,2,Medium,>=60,North America
24,Female,High School,Married,73780.0,649,46951.0,Personal,Self-employed,19,Fair,0.6363648685280564,35314,2,West Nicolemouth,SC,Guinea,2,0,High,18-29,Africa
21,Non-binary,High School,Single,91310.0,726,16682.0,Auto,Self-employed,6,Poor,0.18269630927609243,292912,3,Lake Tammy,FL,Isle of Man,2,0,Low,18-29,Europe
42,Male,Bachelor's,Married,101748.0,671,16575.0,Personal,Self-employed,14,Poor,0.16290246491331525,184613,1,Loweville,PA,Myanmar,2,1,Low,30-44,Asia
24,Non-binary,Master's,Divorced,119567.0,798,9616.0,Auto,Unemployed,11,Poor,0.08042352823103364,88485,4,Stephaniemouth,WI,South Africa,4,0,Medium,18-29,Africa
52,Male,High School,Married,24782.0,654,46997.0,Auto,Employed,12,Good,1.8964167540957146,137888,2,Port Elizabethfurt,AR,Ghana,3,1,Low,45-59,Africa
54,Non-binary,Bachelor's,Divorced,62816.0,747,34653.0,Personal,Employed,14,Poor,0.5516588130412634,217877,1,New Conniestad,VA,Switzerland,3,2,Low,45-59,Europe
64,Female,PhD,Widowed,44599.0,714,29569.0,Personal,Self-employed,19,Poor,0.6629969281822462,76086,0,Cooleyfort,LA,Morocco,3,2,Medium,>=60,Africa
66,Female,High School,Single,69383.0,755,6977.0,Business,Self-employed,10,Excellent,0.10055777351800874,103451,1,Smithland,NJ,Tunisia,0,1,Medium,>=60,Africa
18,Male,PhD,Divorced,108424.0,627,28083.0,Business,Self-employed,9,Fair,0.2590109200914927,267933,1,West Courtney,OK,Armenia,4,2,Medium,18-29,Asia
35,Non-binary,High School,Divorced,38991.0,669,47865.0,Business,Self-employed,1,Fair,1.227590982534431,69703,1,Johnsonbury,OH,Oman,1,2,Low,30-44,Asia
26,Male,High School,Divorced,80530.0,717,12658.0,Personal,Unemployed,2,Good,0.157183658264001,218176,0,East Coryberg,VA,Niger,3,1,Low,18-29,Africa
67,Non-binary,High School,Single,54111.0,632,26602.0,Auto,Self-employed,11,Poor,0.4916190792999575,103202,1,North Shaun,KY,Latvia,4,1,Low,>=60,Europe
52,Male,Master's,Married,27274.0,763,47908.0,Personal,Unemployed,18,Good,1.7565446945809196,159150,4,West Samanthaton,WA,Saint Barthelemy,2,2,Low,45-59,North America
34,Female,Master's,Married,92964.0,631,12375.0,Auto,Self-employed,17,Poor,0.13311604492061443,171865,0,Popemouth,PA,Brunei Darussalam,4,0,Medium,30-44,Asia
65,Male,PhD,Divorced,105909.0,727,26200.0,Auto,Employed,19,Fair,0.2473821865941516,253514,3,New Johnfort,IN,Kenya,2,0,Low,>=60,Africa
34,Male,Bachelor's,Widowed,52309.0,796,18056.0,Business,Self-employed,5,Excellent,0.34517960580397256,256395,3,Williamsside,NJ,Bhutan,4,1,Low,30-44,Asia
52,Male,PhD,Single,35058.0,678,18720.0,Personal,Self-employed,8,Fair,0.5339722745165155,215127,0,Arnoldton,MS,Thailand,1,1,Low,45-59,Asia
52,Male,Bachelor's,Widowed,109694.0,680,17327.0,Home,Self-employed,14,Poor,0.15795759111710758,215627,1,East Ashley,AR,Tuvalu,3,1,High,45-59,Oceania
60,Non-binary,High School,Divorced,100731.0,686,39999.0,Personal,Employed,7,Excellent,0.3970872918962385,157042,0,North Michaelstad,NC,Tunisia,3,0,Low,>=60,Africa
50,Non-binary,High School,Widowed,99923.0,759,38575.0,Business,Employed,8,Good,0.3860472563874183,255936,4,Justinville,MS,Malta,0,0,High,45-59,Europe
38,Non-binary,Bachelor's,Single,26320.0,716,22680.0,Home,Employed,9,Excellent,0.8617021276595744,206459,0,East Jennifer,OR,Afghanistan,0,2,Low,30-44,Asia
22,Non-binary,PhD,Single,107592.0,790,19761.0,Business,Employed,18,Good,0.18366607182690162,218907,2,Lake Robert,SD,Norway,0,2,Low,18-29,Europe
44,Female,Bachelor's,Widowed,39943.0,604,12150.0,Home,Self-employed,5,Poor,0.3041834614325414,173099,3,Mcmahonmouth,NJ,Guatemala,3,0,Medium,30-44,North America
51,Male,Bachelor's,Divorced,30872.0,672,39313.0,Auto,Unemployed,4,Poor,1.2734192796061157,264431,1,Knightberg,WA,Cook Islands,1,0,Low,45-59,Oceania
57,Female,Bachelor's,Married,37178.0,745,49549.0,Business,Self-employed,11,Good,1.3327505514013664,60786,4,East Charles,IN,Bangladesh,4,1,Medium,45-59,Asia
30,Female,Master's,Widowed,79612.0,758,43313.0,Auto,Self-employed,0,Poor,0.5440511480681305,265772,1,Duncanland,ID,Mauritius,2,0,Low,30-44,Africa
59,Female,Master's,Single,39749.0,749,14782.0,Personal,Employed,3,Good,0.3718835693979723,52576,1,Samanthashire,DC,Nicaragua,1,2,High,45-59,North America
55,Non-binary,Bachelor's,Widowed,43902.0,734,11777.0,Home,Self-employed,11,Excellent,0.2682565714546034,99923,2,West Heidi,AR,Ecuador,0,1,Medium,45-59,South America
18,Female,PhD,Divorced,68865.0,795,28183.0,Auto,Employed,3,Excellent,0.4092499818485443,53377,0,Brownchester,AR,Saint Pierre and Miquelon,0,1,Low,18-29,North America
58,Non-binary,High School,Single,53630.0,752,17050.0,Auto,Self-employed,13,Fair,0.3179190751445087,153646,1,South Hollyberg,MI,Sudan,3,1,Low,45-59,Africa
34,Male,PhD,Married,33200.0,725,17292.0,Home,Employed,10,Poor,0.5208433734939759,130942,0,North Heidichester,PW,Comoros,3,1,Low,30-44,Africa
66,Female,Bachelor's,Widowed,107755.0,616,36767.0,Business,Employed,5,Good,0.34120922462994757,50089,3,New Victoriatown,MS,Cocos (Keeling) Islands,0,0,Medium,>=60,Oceania
66,Male,Master's,Married,82873.0,724,35509.0,Personal,Self-employed,0,Poor,0.42847489532175737,152201,1,Port Lauren,CO,Italy,0,2,Low,>=60,Europe
41,Female,PhD,Widowed,99544.0,658,5785.0,Home,Self-employed,9,Good,0.05811500442015591,32849,4,Weissbury,OR,Sri Lanka,1,1,Low,30-44,Asia
33,Male,PhD,Married,68106.0,637,23809.0,Home,Unemployed,12,Fair,0.34958740786421166,55548,3,Mendozastad,AS,Isle of Man,4,0,Medium,30-44,Europe
50,Non-binary,Master's,Divorced,116944.0,693,24782.0,Business,Employed,5,Good,0.21191339444520454,216952,0,Port Kevinmouth,DC,Burundi,3,1,Medium,45-59,Africa
64,Male,Master's,Widowed,105177.0,624,25244.0,Auto,Self-employed,10,Excellent,0.2400144518288219,243093,0,West Elizabethhaven,MH,Finland,3,2,Low,>=60,Europe
20,Female,Master's,Widowed,85197.0,782,11263.0,Auto,Employed,10,Poor,0.13219949059239175,177288,2,Amandashire,WV,Ghana,3,1,Low,18-29,Africa
26,Non-binary,Master's,Widowed,62719.0,796,41540.0,Business,Self-employed,4,Excellent,0.6623192334061448,96897,3,Leslieland,SD,Bangladesh,3,0,Low,18-29,Asia
54,Female,PhD,Widowed,97988.0,787,48244.0,Auto,Unemployed,8,Fair,0.49234600155121033,145193,2,New Wandahaven,WV,United Arab Emirates,0,2,Medium,45-59,Asia
68,Female,High School,Divorced,87282.0,719,13476.0,Personal,Employed,10,Poor,0.15439609541486218,144498,0,New Katelynton,RI,Central African Republic,0,2,Medium,>=60,Africa
35,Non-binary,PhD,Married,49024.0,622,32875.0,Auto,Employed,13,Excellent,0.6705899151436031,147017,3,Salazarchester,VT,American Samoa,0,0,Low,30-44,Oceania
39,Non-binary,High School,Widowed,53632.0,649,28738.0,Business,Self-employed,15,Good,0.535836813842482,293757,3,Joshuafurt,VT,Rwanda,4,2,Medium,30-44,Africa
40,Female,Master's,Widowed,103442.0,625,5609.0,Home,Unemployed,14,Excellent,0.054223622899789256,183184,1,West Aaronland,NH,Ecuador,2,2,Low,30-44,South America
50,Male,Master's,Single,84388.0,681,19265.0,Business,Self-employed,1,Good,0.22829075223965492,180776,0,Flynnfurt,NE,Kenya,0,2,Medium,45-59,Africa
65,Male,Bachelor's,Widowed,69240.0,787,39221.0,Business,Self-employed,12,Fair,0.5664500288850376,129291,2,Lake Johnton,AR,Vietnam,0,0,Medium,>=60,Asia
33,Male,High School,Widowed,39144.0,710,47625.0,Home,Employed,0,Poor,1.2166615573267934,281881,1,Hillland,OK,Belgium,2,0,High,30-44,Europe
31,Male,Master's,Divorced,32937.0,623,32483.0,Business,Employed,4,Excellent,0.9862161095424599,184979,0,Johnsonfort,KS,Mauritania,2,0,Low,30-44,Africa
22,Male,PhD,Widowed,114593.0,650,47880.0,Business,Employed,4,Excellent,0.41782656881310376,157496,3,Lake Jeffreyfort,PA,Belarus,3,1,Low,18-29,Europe
27,Female,Master's,Single,103845.0,769,39812.0,Auto,Self-employed,12,Poor,0.3833790745823102,261570,4,Walkerbury,WI,Jersey,1,0,Low,18-29,Europe
43,Female,PhD,Divorced,84874.0,665,38325.0,Personal,Self-employed,7,Excellent,0.4515517119494781,152701,1,Dominiquemouth,AL,Congo,0,2,Low,30-44,Africa
49,Non-binary,PhD,Widowed,65499.0,760,18766.0,Auto,Employed,19,Poor,0.28650819096474756,150372,3,Lake Kevin,CO,Myanmar,0,2,Low,45-59,Asia
19,Non-binary,Master's,Single,94884.0,796,15487.0,Home,Employed,5,Excellent,0.16322035327347076,231357,1,East Brenda,GA,Wallis and Futuna,1,1,Medium,18-29,Oceania
33,Non-binary,High School,Divorced,31826.0,680,15285.0,Business,Unemployed,10,Good,0.48026770564946897,95802,3,Port Nancymouth,SC,Lebanon,4,1,Low,30-44,Asia
62,Female,Bachelor's,Single,43664.0,712,30753.0,Auto,Employed,18,Excellent,0.7043101868816416,26961,1,North Carlosburgh,ME,Spain,0,1,Low,>=60,Europe
54,Male,High School,Single,37333.0,776,46452.0,Business,Unemployed,16,Excellent,1.2442611094741918,270766,4,Port Brian,MD,Belarus,3,1,Low,45-59,Europe
67,Male,High School,Widowed,70728.0,664,36769.0,Personal,Self-employed,16,Good,0.519864834294763,42177,4,West Jodiland,AS,Christmas Island,2,2,Low,>=60,Oceania
25,Male,Bachelor's,Married,55751.0,706,34208.0,Personal,Self-employed,0,Fair,0.613585406539793,209702,1,Veronicahaven,WV,Panama,1,0,High,18-29,North America
55,Female,Master's,Widowed,23399.0,652,17973.0,Business,Employed,10,Poor,0.768109748279841,79012,1,North Bryanstad,DC,New Zealand,3,1,Medium,45-59,Oceania
63,Female,PhD,Married,64469.0,664,32530.0,Auto,Self-employed,17,Fair,0.5045835983185717,24233,1,South Michelleland,OK,Trinidad and Tobago,4,0,Medium,>=60,North America
29,Female,PhD,Single,83281.0,660,35505.0,Personal,Employed,7,Fair,0.426327733816837,122735,4,West Dominiqueland,WY,United States Minor Outlying Islands,0,2,Low,18-29,North America
39,Female,High School,Single,52600.0,631,5169.0,Auto,Employed,3,Good,0.09826996197718631,83138,4,Bakerbury,AS,Chad,0,0,Low,30-44,Africa
27,Non-binary,Master's,Widowed,20434.0,788,21610.0,Auto,Unemployed,8,Fair,1.0575511402564353,217573,3,Lewisville,PA,Jordan,2,0,Low,18-29,Asia
58,Male,Bachelor's,Divorced,80436.0,723,34289.0,Home,Employed,8,Poor,0.42628922373066785,233958,1,Charlesside,CT,Switzerland,0,2,Low,45-59,Europe
45,Male,PhD,Single,75038.0,655,45574.0,Home,Unemployed,12,Excellent,0.6073456115568112,281578,0,East Austinton,FM,Denmark,0,2,Low,45-59,Europe
22,Male,Master's,Widowed,70710.0,656,15167.0,Personal,Employed,8,Poor,0.21449582802998163,201612,1,Lindseyfurt,MD,Tajikistan,1,0,Low,18-29,Asia
51,Male,Bachelor's,Divorced,35303.0,625,29845.0,Business,Unemployed,12,Good,0.8453955754468458,151335,0,Adamsberg,OK,Belgium,1,0,Low,45-59,Europe
66,Non-binary,Bachelor's,Divorced,38366.0,644,44747.0,Home,Employed,12,Excellent,1.1663191367356514,284421,4,Davilaside,NE,Western Sahara,4,1,Low,>=60,Africa
67,Non-binary,Master's,Divorced,64885.0,750,23309.0,Personal,Employed,11,Excellent,0.3592355706249518,250134,0,Tammyland,GU,Finland,1,0,Low,>=60,Europe
59,Male,High School,Divorced,105907.0,791,5414.0,Home,Self-employed,14,Fair,0.05112032254714042,23587,1,Brownton,NJ,Malawi,4,2,High,45-59,Africa
42,Female,Master's,Married,20014.0,675,28613.0,Auto,Employed,8,Poor,1.4296492455281302,226362,2,Lake Ashley,CT,Martinique,4,2,Medium,30-44,North America
23,Non-binary,Bachelor's,Married,112326.0,684,28594.0,Business,Self-employed,13,Excellent,0.2545626123960615,248557,4,West Jenniferhaven,NJ,Bulgaria,0,1,High,18-29,Europe
64,Male,PhD,Widowed,87576.0,705,39111.0,Business,Employed,1,Excellent,0.4465949575226089,225156,2,Traceyshire,WI,Benin,3,1,Low,>=60,Africa
63,Female,PhD,Widowed,64899.0,742,33107.0,Auto,Self-employed,8,Good,0.5101311268278402,31192,2,Nicholsfurt,AK,Congo,3,0,High,>=60,Africa
47,Male,Bachelor's,Married,48602.0,662,11634.0,Auto,Unemployed,12,Fair,0.2393728653141846,198616,2,Pattersonfurt,OK,Ethiopia,0,2,Low,45-59,Africa
40,Non-binary,PhD,Widowed,36406.0,680,20536.0,Business,Employed,6,Excellent,0.5640828434873373,178910,3,East Dylan,AZ,Seychelles,1,2,Medium,30-44,Africa
41,Non-binary,Master's,Widowed,101118.0,759,23957.0,Personal,Self-employed,7,Excellent,0.23692122075199273,233839,0,North Kathleen,UT,Ghana,2,0,Medium,30-44,Africa
49,Non-binary,Bachelor's,Married,32874.0,684,20964.0,Business,Employed,7,Excellent,0.6377076108778974,62159,2,Port Courtney,KY,Togo,2,0,Medium,45-59,Africa
59,Male,High School,Single,40115.0,659,35091.0,Business,Unemployed,17,Fair,0.8747600648136608,245165,4,Port Erinville,KY,Venezuela,1,1,Low,45-59,South America
53,Female,Master's,Married,23312.0,627,41057.0,Business,Employed,7,Fair,1.7611959505833905,297059,4,Kendramouth,KS,Honduras,4,1,Low,45-59,North America
32,Male,Master's,Single,102051.0,672,46069.0,Business,Unemployed,2,Poor,0.4514311471715123,162486,3,Port Michael,MI,Antigua and Barbuda,4,1,Low,30-44,North America
23,Male,Master's,Single,75043.0,720,28990.0,Business,Self-employed,17,Good,0.3863118478738856,206659,4,Gabrielleville,DC,Eritrea,4,2,Low,18-29,Africa
32,Non-binary,Bachelor's,Widowed,24909.0,624,9350.0,Auto,Self-employed,13,Fair,0.37536633345377174,125150,4,Barreraburgh,VT,Switzerland,0,0,Medium,30-44,Europe
45,Female,Master's,Married,34735.0,718,40625.0,Business,Employed,6,Poor,1.1695695983877934,124950,2,Port Anthonyberg,MH,United States of America,3,0,Low,45-59,North America
21,Female,Master's,Married,79673.0,740,45456.0,Home,Self-employed,8,Fair,0.5705320497533669,164276,3,East Patricia,AL,Peru,2,0,Low,18-29,South America
58,Non-binary,Bachelor's,Divorced,51408.0,709,44727.0,Auto,Unemployed,6,Good,0.8700396825396826,85638,1,Goodmanstad,GA,Cayman Islands,4,1,Medium,45-59,North America
19,Non-binary,Bachelor's,Single,47470.0,603,31877.0,Business,Self-employed,16,Excellent,0.6715188540130609,28478,0,West Daniellechester,KS,Niger,2,2,Low,18-29,Africa
36,Male,High School,Single,70094.0,792,14333.0,Personal,Self-employed,16,Poor,0.20448255200159784,151296,3,Michaelport,WY,Tuvalu,3,2,Low,30-44,Oceania
30,Male,Bachelor's,Married,39352.0,778,49273.0,Home,Self-employed,8,Poor,1.252109168530189,246875,2,New Kimberlytown,DE,Heard Island and McDonald Islands,1,2,Low,30-44,Antarctica
54,Non-binary,High School,Single,37338.0,678,12155.0,Home,Self-employed,17,Good,0.3255396646847715,183963,3,Jennaburgh,PA,Ukraine,2,2,Low,45-59,Europe
42,Non-binary,High School,Married,110721.0,743,30526.0,Home,Employed,3,Good,0.2757019896857868,131324,0,Mcintoshview,RI,Saint Martin,4,2,Medium,30-44,North America
42,Non-binary,High School,Married,58596.0,623,13570.0,Personal,Self-employed,19,Good,0.23158577377295378,173114,1,Brandonfort,GU,Syrian Arab Republic,4,0,Low,30-44,Asia
31,Male,Bachelor's,Divorced,36490.0,615,13642.0,Auto,Unemployed,12,Excellent,0.37385585091805973,175375,2,Port Michael,HI,Liechtenstein,0,2,Low,30-44,Europe
43,Female,Bachelor's,Married,83805.0,656,17591.0,Business,Self-employed,14,Excellent,0.20990394367877813,23607,2,Lake John,PW,Malaysia,1,0,Low,30-44,Asia
36,Male,Bachelor's,Widowed,38632.0,730,47251.0,Home,Self-employed,0,Excellent,1.2231051977635121,93310,1,Smithfurt,FM,Zimbabwe,4,0,Low,30-44,Africa
24,Male,PhD,Divorced,66211.0,657,29925.0,Home,Self-employed,5,Good,0.45196417513706183,255127,3,Campbellfurt,AR,Iran,0,1,Low,18-29,Asia
69,Non-binary,Bachelor's,Widowed,47312.0,728,15339.0,Home,Self-employed,19,Fair,0.324209502874535,156919,4,Rosebury,GU,Morocco,1,1,Low,>=60,Africa
64,Male,High School,Divorced,96868.0,614,24678.0,Personal,Unemployed,12,Good,0.25475905355741835,277128,1,West Michael,OH,Central African Republic,2,1,Low,>=60,Africa
30,Non-binary,PhD,Single,47770.0,667,5018.0,Home,Employed,19,Good,0.10504500732677413,149091,1,New Madison,DC,Reunion,0,0,High,30-44,Africa
60,Male,High School,Single,26659.0,766,17719.0,Personal,Employed,18,Fair,0.6646535879065232,144619,2,Port Evelynburgh,GA,Namibia,1,2,Low,>=60,Africa
37,Female,Master's,Widowed,108216.0,754,26274.0,Home,Unemployed,7,Fair,0.24279219339099578,85326,2,West Alanview,MO,North Macedonia,4,1,Medium,30-44,Europe
40,Female,Bachelor's,Divorced,44514.0,606,38849.0,Business,Unemployed,1,Good,0.8727366671159635,169647,3,Joanport,ME,Bermuda,4,1,Low,30-44,North America
22,Female,Master's,Single,92031.0,731,15941.0,Personal,Self-employed,2,Poor,0.17321337375449578,182953,3,Cameronstad,AL,Korea,4,1,Medium,18-29,Asia
42,Male,High School,Divorced,89222.0,760,25764.0,Business,Self-employed,19,Fair,0.2887628611777364,263612,1,Burketown,SC,Panama,4,1,High,30-44,North America
32,Female,High School,Widowed,65299.0,763,43066.0,Auto,Employed,1,Excellent,0.6595200539058791,191153,2,Goodland,CT,United States of America,4,1,Low,30-44,North America
40,Non-binary,Master's,Divorced,58176.0,663,30519.0,Business,Employed,12,Good,0.5245977722772277,40717,2,New Joshua,DC,Tuvalu,3,0,Medium,30-44,Oceania
42,Non-binary,Master's,Married,31240.0,686,19947.0,Business,Self-employed,18,Good,0.6385083226632522,115293,1,South Brandon,NV,Liberia,4,1,Low,30-44,Africa
22,Male,PhD,Married,70272.0,708,27985.0,Personal,Unemployed,15,Excellent,0.3982382741347905,155208,0,New David,AZ,French Polynesia,2,0,Low,18-29,Oceania
66,Non-binary,Master's,Married,34817.0,711,48173.0,Business,Self-employed,17,Excellent,1.3836057098543815,38647,4,Garzaberg,CT,Canada,1,2,Low,>=60,North America
26,Non-binary,PhD,Divorced,36219.0,760,17565.0,Auto,Unemployed,13,Fair,0.4849664540710677,127723,4,Mitchellfort,PW,Niue,1,2,Medium,18-29,Oceania
56,Male,Master's,Widowed,93844.0,799,17356.0,Personal,Unemployed,4,Poor,0.18494522825114018,27063,0,Port Kimberlyton,WA,Barbados,4,1,Low,45-59,North America
68,Non-binary,High School,Widowed,59103.0,711,20037.0,Personal,Employed,3,Good,0.33901832394294706,192312,3,South Karen,MT,Latvia,1,0,Medium,>=60,Europe
64,Female,High School,Divorced,69915.0,778,38239.0,Personal,Employed,1,Fair,0.5469355646141744,214552,4,Woodfort,ID,Mexico,3,2,Medium,>=60,North America
42,Non-binary,Bachelor's,Widowed,21130.0,778,30489.0,Personal,Employed,3,Poor,1.4429247515380974,108077,4,East John,MI,Pitcairn Islands,4,0,Low,30-44,Oceania
28,Non-binary,Master's,Single,103969.0,694,25936.0,Personal,Self-employed,15,Excellent,0.24945897334782483,179692,2,Longville,AS,Philippines,4,2,Low,18-29,Asia
25,Male,Bachelor's,Divorced,117845.0,739,34541.0,Home,Employed,18,Good,0.2931053502482074,31752,1,Andersontown,ME,Montserrat,0,0,High,18-29,North America
54,Non-binary,PhD,Single,68192.0,745,24466.0,Personal,Employed,13,Good,0.35878108869075553,20395,3,North Paul,MA,Costa Rica,4,1,Low,45-59,North America
27,Male,High School,Married,23936.0,635,34500.0,Home,Self-employed,1,Poor,1.4413435828877006,154470,2,New Tarafort,MP,Greenland,4,2,Low,18-29,North America
28,Male,Bachelor's,Widowed,52499.0,691,47468.0,Business,Self-employed,15,Fair,0.9041696032305377,72346,2,Brooksview,PA,Pakistan,1,0,Low,18-29,Asia
30,Male,Master's,Married,91854.0,727,23674.0,Personal,Self-employed,4,Poor,0.2577351013565005,187333,4,Port Kathleen,KS,Ukraine,2,2,Low,30-44,Europe
21,Non-binary,High School,Single,99864.0,719,47882.0,Auto,Self-employed,1,Good,0.47947208203156294,266205,3,North Jessica,WY,Madagascar,4,1,Medium,18-29,Africa
22,Non-binary,Bachelor's,Widowed,44363.0,706,37864.0,Home,Employed,0,Fair,0.8535040461645966,289832,0,Meaganfort,MT,Kyrgyz Republic,1,1,Low,18-29,Asia
60,Female,Master's,Married,39920.0,732,33080.0,Home,Employed,6,Good,0.8286573146292585,53547,0,Port Connor,UT,Ecuador,1,1,Low,>=60,South America
40,Non-binary,Master's,Married,64846.0,767,37195.0,Business,Employed,1,Excellent,0.5735897356814607,260377,2,New Spencer,DC,New Zealand,4,1,Low,30-44,Oceania
24,Male,PhD,Married,39491.0,686,44157.0,Auto,Employed,1,Fair,1.1181535033298726,123355,1,Jamesland,PA,Venezuela,4,1,Low,18-29,South America
26,Male,High School,Single,43031.0,754,25669.0,Personal,Self-employed,17,Excellent,0.5965234365922242,224045,1,West Carolberg,MP,Palau,3,1,High,18-29,Oceania
43,Male,High School,Widowed,47350.0,795,45645.0,Auto,Self-employed,0,Fair,0.9639915522703274,156448,3,Harrisberg,PR,Bouvet Island (Bouvetoya),4,1,Low,30-44,Antarctica
46,Non-binary,Bachelor's,Married,104597.0,625,11420.0,Business,Unemployed,14,Fair,0.10918095165253305,267611,0,Lake Arthur,PA,Guyana,3,1,Medium,45-59,South America
45,Male,Master's,Widowed,84482.0,726,12691.0,Personal,Unemployed,6,Poor,0.15022134892639852,207984,2,Edwardside,CT,Vanuatu,4,0,Low,45-59,Oceania
57,Female,PhD,Married,104054.0,790,29548.0,Home,Self-employed,16,Poor,0.28396793972360507,77738,4,Williamsmouth,RI,Australia,1,0,Low,45-59,Oceania
53,Male,High School,Widowed,87603.0,676,29971.0,Business,Employed,9,Poor,0.3421229866557081,107239,1,Sheltonfort,AK,South Georgia and the South Sandwich Islands,0,1,Low,45-59,Antarctica
57,Female,High School,Single,103805.0,682,48740.0,Business,Self-employed,1,Poor,0.4695342228216367,206039,4,Stephenstad,MP,Tonga,3,0,Low,45-59,Oceania
40,Female,PhD,Married,47387.0,749,48304.0,Personal,Employed,3,Excellent,1.0193512988794395,209118,4,West Eric,ME,Sweden,3,0,Low,30-44,Europe
37,Male,PhD,Widowed,34263.0,677,42280.0,Business,Self-employed,15,Fair,1.233984181186703,69318,4,Port Laurenfurt,PW,Bolivia,3,1,Low,30-44,South America
30,Male,High School,Divorced,64785.0,604,27298.0,Auto,Self-employed,17,Poor,0.42136296982326155,185023,0,South Joseph,TN,Russian Federation,0,0,Medium,30-44,Asia
44,Female,PhD,Single,38639.0,613,14371.0,Auto,Unemployed,5,Good,0.3719299153704806,119335,0,New Michaelburgh,MD,Svalbard & Jan Mayen Islands,3,0,Medium,30-44,Europe
65,Non-binary,Bachelor's,Widowed,84583.0,630,18592.0,Personal,Unemployed,14,Good,0.21980776278921296,264573,2,North Jessica,HI,Bermuda,1,1,Medium,>=60,North America
66,Male,PhD,Divorced,24111.0,768,12155.0,Auto,Unemployed,17,Poor,0.504126747127867,146497,3,South Anthony,MS,Somalia,4,2,Low,>=60,Africa
66,Non-binary,Bachelor's,Single,105275.0,715,21663.0,Home,Unemployed,11,Fair,0.20577535027309427,237084,0,Joshuamouth,TN,Guinea-Bissau,0,0,Medium,>=60,Africa
37,Male,PhD,Widowed,100084.0,743,45790.0,Home,Unemployed,16,Good,0.45751568682306865,36346,0,Saratown,AZ,Jordan,1,0,Low,30-44,Asia
36,Non-binary,Master's,Single,92144.0,640,30929.0,Home,Employed,14,Excellent,0.33565940267407535,193918,2,Port Mirandachester,FL,Korea,3,1,Low,30-44,Asia
57,Male,Bachelor's,Married,88071.0,728,45311.0,Home,Unemployed,0,Poor,0.5144826333299269,120373,1,Port Karaborough,CT,Bangladesh,2,2,High,45-59,Asia
65,Female,PhD,Divorced,35213.0,694,28999.0,Business,Employed,17,Fair,0.8235310822707522,275792,2,Williamsbury,NV,Nepal,0,1,Medium,>=60,Asia
46,Female,Bachelor's,Divorced,25084.0,619,18118.0,Business,Employed,13,Fair,0.7222930952001275,280476,3,North Maria,FL,Tajikistan,4,1,Low,45-59,Asia
60,Non-binary,Bachelor's,Married,66627.0,676,31727.0,Auto,Unemployed,13,Good,0.47618833205757427,48987,0,Port Louis,UT,Belize,3,1,Low,>=60,North America
24,Female,Master's,Widowed,90366.0,774,28978.0,Home,Unemployed,11,Fair,0.32067370471194917,291672,4,Jacksonfort,SC,Aruba,4,1,Low,18-29,North America
36,Female,Bachelor's,Single,111987.0,648,28013.0,Personal,Unemployed,1,Excellent,0.2501451061283899,293530,2,South Kevin,FL,Equatorial Guinea,4,2,Low,30-44,Africa
51,Non-binary,Master's,Single,43088.0,772,29696.0,Auto,Unemployed,13,Fair,0.6891942072038618,166836,3,Thomashaven,WA,Saint Barthelemy,3,0,Low,45-59,North America
45,Non-binary,High School,Single,31569.0,631,31140.0,Personal,Employed,2,Poor,0.9864107193766036,153615,4,Lake Maryberg,GA,Northern Mariana Islands,1,2,High,45-59,Oceania
49,Male,PhD,Single,76586.0,717,5746.0,Business,Self-employed,7,Poor,0.07502676729428355,21152,3,Wellsland,OR,Spain,1,0,Low,45-59,Europe
47,Male,PhD,Single,72034.0,792,18229.0,Business,Employed,4,Fair,0.2530610545020407,59854,2,Cordovaberg,NV,Hong Kong,0,2,High,45-59,Asia
